Year,GeoFIPS,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2012-01-01,02275,59049,42857,2425,868,43800,103928,1408
2012-01-01,21163,589734,32170,29262,4584,33995,941346,7382
2012-01-01,08045,1303429,41981,56788,25691,40798,2384023,37722
2012-01-01,47083,119941,28393,8404,1705,29489,238611,2808
2012-01-01,29213,912907,31204,52909,27986,34736,1650990,35546
2012-01-01,19111,711815,34928,35538,17061,43383,1241278,20953
2012-01-01,17159,340932,36398,16133,6601,37530,587209,9427
2012-01-01,42051,2702958,35727,135270,43232,41211,4832728,55031
2012-01-01,46003,69549,40601,2761,1003,35657,112100,1798
2012-01-01,46035,503586,42388,19948,12986,40522,845561,16085
2012-01-01,46093,635336,39227,25846,7499,37331,1013865,11557
2012-01-01,46007,55328,29538,3449,1056,37034,101875,1522
2012-01-01,53031,477741,41967,29789,8472,36078,1250149,13614
2012-01-01,42055,3774177,38644,151468,59585,44550,5853276,75353
2012-01-01,30061,65014,31642,4124,1223,25592,130493,1975
2012-01-01,36017,1028032,34629,49887,18265,44757,1727530,23954
2012-01-01,28071,985245,34027,50222,21836,39417,1708923,28314
2012-01-01,19085,373373,41116,14474,4554,37370,595109,7049
2012-01-01,53021,1786423,31555,85729,32317,46523,2705217,38885
2012-01-01,51023,925528,42864,33120,9853,39924,1419658,13837
2012-01-01,12085,3767511,66305,148983,60059,40677,9878368,82590
2012-01-01,28115,561434,29151,30305,12270,34179,883430,15848
2012-01-01,01073,18658845,45727,657967,368402,57223,30086864,446634
2012-01-01,01125,4082888,34231,198794,93057,45997,6804941,112767
2012-01-01,01069,2270226,36914,103365,50090,40693,3815591,62003
2012-01-01,19109,506558,50479,15412,7047,51724,777978,10539
2012-01-01,48135,4783971,44666,144524,74373,61549,6455247,91845
2012-01-01,47079,616916,35343,32370,11189,42034,1144063,15452
2012-01-01,18027,705325,35228,32117,11764,38794,1131420,16677
2012-01-01,29161,816726,32002,45261,19102,38963,1448442,23970
2012-01-01,41009,1078635,35148,49215,10091,34673,1729814,15578
2012-01-01,48185,516698,31985,26683,8717,40778,853453,13283
2012-01-01,13201,124921,35179,6004,1744,39598,211216,2561
2012-01-01,47117,582563,30308,30917,8367,35188,937022,12256
2012-01-01,05085,1575053,34554,70079,14304,32322,2421539,21304
2012-01-01,45079,9621493,37845,393001,226993,50625,14872990,269560
2012-01-01,29015,252492,30227,18987,3839,27740,573918,6831
2012-01-01,19079,434470,44938,15317,5927,48949,688309,8345
2012-01-01,13143,480048,29724,28313,7025,39053,841566,9856
2012-01-01,45000,101463299,35572,4717112,1947212,44980,167797548,2453282
2012-01-01,27109,4971359,47882,146901,94985,57107,7033927,112113
2012-01-01,16083,1539182,32996,78545,34976,38536,2591660,45391
2012-01-01,53023,51578,41911,2208,818,46686,92539,1234
2012-01-01,35006,356258,24407,27414,8357,39222,669105,10295
2012-01-01,29055,384031,28913,24763,6890,34767,715983,9872
2012-01-01,13321,389787,30388,21362,4041,34794,649141,6100
2012-01-01,13031,1171670,26435,73112,24412,35530,1932706,31117
2012-01-01,27073,260007,56574,7121,2607,56771,402860,4358
2012-01-01,05027,459170,33677,24407,9450,40655,821952,12067
2012-01-01,38049,234250,55815,5799,1483,52348,323674,3036
2012-01-01,27013,1624485,38812,64966,40315,45312,2521461,48200
2012-01-01,13171,302409,29049,18028,3740,38883,523702,5544
2012-01-01,51131,242233,39702,12217,4801,39841,485034,6522
2012-01-01,24021,9084902,52028,239643,100978,54556,12468106,129332
2012-01-01,53043,229084,40849,10431,3169,42310,426095,5074
2012-01-01,19007,219659,32468,12707,4661,31620,412565,7002
2012-01-01,21203,225954,25309,17064,3742,28675,431871,5396
2012-01-01,50021,1439564,43963,60791,29759,41930,2672565,38522
2012-01-01,27147,976368,40550,36307,22878,44386,1472243,27493
2012-01-01,18021,512098,32032,26784,8174,32883,857935,11048
2012-01-01,08037,1371943,48284,52366,29758,35116,2528424,41713
2012-01-01,37183,33319017,48976,951894,497445,52724,46619816,628165
2012-01-01,21129,82227,24710,7581,1741,35862,187325,2426
2012-01-01,37101,3943047,33630,174400,45997,38691,5865078,62321
2012-01-01,37087,977050,33806,58642,17797,35534,1982455,25111
2012-01-01,26103,1355486,34311,67827,29232,43700,2327222,35175
2012-01-01,42097,1911201,35267,94419,30008,40817,3329914,38188
2012-01-01,17003,89960,26384,7719,1776,39597,203659,2476
2012-01-01,46099,5764479,48461,174761,123527,51595,8469142,149243
2012-01-01,54001,272296,28732,16870,3841,36113,484707,5518
2012-01-01,46051,202350,45324,7397,3940,41933,335264,5585
2012-01-01,37141,992327,31869,53717,10509,36344,1711901,16207
2012-01-01,37157,1688103,32155,92692,28807,38564,2980545,37634
2012-01-01,36055,22318007,45842,747350,392899,56669,34259880,472252
2012-01-01,22043,370400,27396,22382,3613,40761,613175,5359
2012-01-01,31133,61769,37668,2791,980,35032,105130,1773
2012-01-01,04021,5678388,24932,382828,58744,40131,9544844,84876
2012-01-01,06001,57371110,53389,1554138,701982,70535,82974225,902625
2012-01-01,47051,783121,32857,40673,10881,36245,1336388,15722
2012-01-01,16031,563612,36149,23269,10447,47557,841149,13887
2012-01-01,28041,200830,23985,14337,2298,27715,343879,3417
2012-01-01,48175,162216,38228,7332,1702,28310,280288,3634
2012-01-01,29051,1993846,41247,76470,54853,46889,3154124,64573
2012-01-01,42033,1863962,37171,81406,32834,40954,3025927,40696
2012-01-01,01113,934082,29264,57482,14454,33008,1682160,20054
2012-01-01,35041,442878,34751,20323,6797,44986,706235,8771
2012-01-01,51097,148737,34570,7010,1143,38487,242337,1873
2012-01-01,40023,199512,28364,15161,4826,29910,430025,7094
2012-01-01,48161,392184,34101,19480,6296,38607,664281,9802
2012-01-01,29149,120347,25467,10966,2698,28304,279269,4425
2012-01-01,26047,769674,44081,32804,17770,39070,1446035,24162
2012-01-01,48157,26121188,52507,624926,156089,48986,32812955,244858
2012-01-01,48455,212791,29856,14372,2503,26992,429093,4500
2012-01-01,48467,1003721,32444,52217,10631,28208,1694128,19624
2012-01-01,13227,622199,37713,29286,7531,34084,1104469,11791
2012-01-01,12031,20838268,39109,880095,490819,54308,34419661,581275
2012-01-01,16019,2407831,37512,106772,45336,40181,4005250,60870
2012-01-01,30065,91092,36366,4691,1406,39527,170595,2278
2012-01-01,19023,417042,43072,14976,4237,40970,645045,7292
2012-01-01,18125,263316,34118,12626,3410,50241,430772,4536
2012-01-01,54049,1312452,37699,56745,22575,46883,2139234,28095
2012-01-01,28051,191140,25617,18925,4263,28148,484800,6417
2012-01-01,55001,346122,32974,20419,4776,40342,673302,6399
2012-01-01,21059,2130407,36901,97884,47768,41470,3612028,57730
2012-01-01,27155,151770,68266,3405,1285,73262,232445,2120
2012-01-01,13217,1817317,28075,100973,21686,34124,2834866,34201
2012-01-01,55033,1024470,35945,43804,18342,44212,1574538,24203
2012-01-01,21039,121091,39161,5029,980,41047,196941,1977
2012-01-01,35001,15286841,37004,673697,336221,48093,24929751,404416
2012-01-01,05075,246748,28677,17040,4543,34207,488653,6761
2012-01-01,21027,319032,30702,20080,3837,30939,616489,6703
2012-01-01,39031,615918,29642,36820,11223,38539,1091418,15775
2012-01-01,18153,390590,30881,21202,6532,44598,654733,8407
2012-01-01,54031,221328,27941,13847,6226,30327,386897,7925
2012-01-01,02230,67177,88073,999,736,70096,87985,1025
2012-01-01,16013,611520,78373,21131,12344,36539,1656102,19332
2012-01-01,13289,146048,30933,8547,1297,36583,264382,2082
2012-01-01,37059,1015223,39990,41282,10177,33102,1650862,15196
2012-01-01,17095,1072633,36007,52297,21937,44688,1883034,26701
2012-01-01,34041,3465114,47098,107564,37545,50202,5066061,50397
2012-01-01,46005,476266,43391,17992,9267,44496,780685,11852
2012-01-01,37151,2744141,31661,142280,46480,37166,4504783,62275
2012-01-01,27115,476350,30118,29198,8763,30844,879376,12332
2012-01-01,45069,354712,24618,28231,7784,42045,694994,9336
2012-01-01,26165,529914,30145,32522,13261,38055,980376,17475
2012-01-01,53073,4966238,40554,204880,86621,47757,8308744,112790
2012-01-01,17143,6095791,47610,187314,109444,57315,8918032,125305
2012-01-01,55007,323004,40062,15061,4126,31043,603367,6731
2012-01-01,55097,1687808,37153,70414,35662,45016,2616121,43355
2012-01-01,30025,129762,56189,3026,1906,59133,170029,2734
2012-01-01,31061,80131,46276,3182,928,41140,147249,1625
2012-01-01,42111,1562069,35532,77012,26427,41281,2736399,35287
2012-01-01,31179,222062,37605,9502,4460,40312,357320,5891
2012-01-01,12131,1403956,45853,57186,21620,34964,2622168,31848
2012-01-01,46102,141712,22315,14038,4286,41469,313258,4927
2012-01-01,28129,273750,28394,16340,3152,37138,463965,5067
2012-01-01,31119,935019,41817,35088,22439,42094,1467274,28054
2012-01-01,51942,18167949,48620,485373,155847,50525,23598964,208607
2012-01-01,53047,688606,33677,41181,16936,34346,1386847,22643
2012-01-01,40123,783244,35907,38080,18972,37360,1367353,25434
2012-01-01,31000,57179709,46562,1853323,988861,51210,86293705,1251258
2012-01-01,16025,23531,36477,1086,445,46445,39614,715
2012-01-01,48267,89174,39577,4526,1570,27708,179124,3009
2012-01-01,15001,3387785,33674,189164,67530,38860,6369930,96980
2012-01-01,17201,6653636,35917,292112,133073,47443,10491704,162100
2012-01-01,37121,239277,30363,15321,5547,33779,465195,7400
2012-01-01,28039,425810,29852,22909,5288,30044,683874,7715
2012-01-01,31021,177419,42304,6679,2108,42184,282548,3470
2012-01-01,48471,904144,23727,68605,24657,37555,1627791,31784
2012-01-01,40071,983096,37154,45703,20291,43364,1698031,26300
2012-01-01,20027,190177,38755,8506,3339,34614,329650,4866
2012-01-01,33015,12823343,58364,298123,145667,55025,17399749,191978
2012-01-01,51011,281661,31774,15245,3391,28709,484389,5079
2012-01-01,29147,391466,27747,23320,9101,36146,647067,12556
2012-01-01,29057,124391,30212,7561,1778,29517,228434,3323
2012-01-01,05049,132449,24947,12170,2250,26556,303607,3859
2012-01-01,05071,377783,25465,25909,9209,33947,659776,11535
2012-01-01,48355,9130523,40682,347959,167234,52240,14155517,208837
2012-01-01,39137,977265,40711,34205,11818,42267,1392519,16784
2012-01-01,45073,1427757,35037,74534,23734,45406,2611425,31481
2012-01-01,13239,24797,23600,2408,436,29878,56830,670
2012-01-01,13259,56785,20007,6105,1292,34086,122140,1841
2012-01-01,39167,1309561,35291,61433,25547,43330,2168017,33307
2012-01-01,48463,509335,36975,26752,10101,39415,989154,13970
2012-01-01,06107,8911198,32286,449975,148051,48766,14527927,183669
2012-01-01,54027,407150,28910,23680,4540,28918,684591,7433
2012-01-01,97000,298113924,41676,11222653,5151756,47867,467719020,6881972
2012-01-01,27019,4242391,58811,93863,37219,51408,5520198,50500
2012-01-01,20191,564078,36657,23630,7297,39509,866206,10876
2012-01-01,47029,497059,27389,35455,8430,35255,971090,11677
2012-01-01,24009,3392234,53326,89715,23189,44316,4784145,33878
2012-01-01,37091,356405,27687,24600,9743,40408,681112,11303
2012-01-01,18045,368969,35229,17114,5789,37701,602910,7877
2012-01-01,18161,138681,31100,7352,1528,31946,228649,2523
2012-01-01,04023,882368,31178,47396,13337,50193,1477728,19283
2012-01-01,34011,3110318,34180,156941,61664,51179,5364308,73239
2012-01-01,18119,410860,32162,21369,5032,38094,687260,7476
2012-01-01,18149,394149,29924,23156,4602,35504,692926,6622
2012-01-01,02198,128608,36061,5808,1976,49361,209440,2804
2012-01-01,02100,66702,45920,2577,999,38929,118335,1645
2012-01-01,11001,29568532,68418,634725,749247,98900,43426932,834413
2012-01-01,02164,51143,51676,1647,790,51872,85111,1122
2012-01-01,48403,133536,31395,10525,2318,43939,330432,3567
2012-01-01,15003,31056501,48236,978073,510995,56558,47177994,613464
2012-01-01,41069,13809,27354,1409,374,15206,38542,787
2012-01-01,05041,235617,33751,12588,5158,44586,424862,6558
2012-01-01,26145,3635544,32359,198354,87489,44950,6418545,106832
2012-01-01,18165,310614,33303,15923,4621,48331,530280,6058
2012-01-01,53029,1825962,43917,79035,21979,49325,3470983,32158
2012-01-01,54007,233049,29699,14451,4214,36467,429185,5309
2012-01-01,16073,204836,29417,11413,2785,42728,335741,4231
2012-01-01,51929,1072976,32956,66594,26113,36323,2194645,31880
2012-01-01,46103,2626804,43901,104222,60853,43158,4575502,75614
2012-01-01,17119,6596738,38691,268103,101485,46806,10373188,125532
2012-01-01,12067,115688,21568,8796,1717,39446,189709,2281
2012-01-01,40003,151183,43123,5661,1906,47519,244117,3318
2012-01-01,47091,242160,26784,18147,3951,36137,486053,6133
2012-01-01,22049,287251,30710,16263,3856,45282,499433,5275
2012-01-01,41061,468316,33150,25798,10175,37408,855208,14206
2012-01-01,28073,1318991,34255,58075,19378,31851,1989374,27915
2012-01-01,51075,1039390,82536,21278,12861,73400,1756203,16318
2012-01-01,26127,427460,30720,26307,7485,34967,808158,10678
2012-01-01,22077,538270,38261,22676,6349,41233,867603,9240
2012-01-01,48329,12902513,108710,147356,85167,114246,16019001,123081
2012-01-01,01021,765981,29510,43582,9797,33287,1286126,13784
2012-01-01,30109,30635,44230,1033,451,38568,45690,759
2012-01-01,48149,590654,44290,24666,9424,32712,1092461,16327
2012-01-01,12071,11969683,41712,644243,217546,44953,26872504,301974
2012-01-01,17091,2443495,34332,112980,44741,43990,3878796,54818
2012-01-01,51037,177708,29118,12395,2999,28439,360912,4900
2012-01-01,56027,50815,39591,2477,1088,33183,98066,1846
2012-01-01,13219,1167794,50794,33511,9358,36684,1702168,15092
2012-01-01,16047,509814,46018,15253,6178,63367,701913,8163
2012-01-01,28023,321572,33059,16531,3556,34330,546491,5260
2012-01-01,48429,354355,52487,9610,3599,60701,504403,6049
2012-01-01,05149,314765,26713,21830,7105,30409,583147,9649
2012-01-01,51197,473362,30435,29317,12221,34355,892270,15646
2012-01-01,55091,183859,41096,7373,2442,36749,302999,3929
2012-01-01,40115,569033,32628,32140,12409,36162,1048648,16348
2012-01-01,48453,38957070,53270,1097072,636864,59489,58440548,826345
2012-01-01,19089,272898,44790,9548,4264,43579,427658,6620
2012-01-01,51051,214692,28446,15706,4079,45138,446779,4889
2012-01-01,47075,310680,30246,18247,5624,39815,551906,7749
2012-01-01,47039,250334,38585,11636,4019,36943,448980,5843
2012-01-01,16043,205697,28210,12966,3095,31372,365768,5422
2012-01-01,08115,74087,48797,2377,900,47088,115990,1447
2012-01-01,20091,22755393,58508,559451,331795,53314,32732196,418613
2012-01-01,13000,239393353,37254,9901496,4123085,49486,368868130,5384572
2012-01-01,13191,175219,24509,13882,2132,28050,340229,3485
2012-01-01,29049,463038,34716,20558,4271,28535,713690,7267
2012-01-01,18043,2077102,43339,75254,30347,41597,3261421,38254
2012-01-01,51057,219045,35610,11132,4160,34034,396409,5419
2012-01-01,29219,695575,33706,32706,7088,33052,1102398,10839
2012-01-01,45031,1207125,30765,68055,20480,44606,2093697,25975
2012-01-01,13199,333074,28875,21339,5302,34614,616167,7587
2012-01-01,21123,249819,30851,14060,2867,25356,433772,4953
2012-01-01,13243,110822,28700,7304,1996,41299,209625,2788
2012-01-01,21031,218206,29734,12740,2940,33474,378810,4626
2012-01-01,39147,1112333,32890,56102,20015,38158,1845208,26249
2012-01-01,37061,1126394,30607,59443,19589,45550,1819364,25079
2012-01-01,55103,383206,35216,17806,6627,37609,627058,9618
2012-01-01,18115,138546,34104,6063,1610,37374,206773,2200
2012-01-01,20197,176188,43604,6994,1542,26890,304968,2919
2012-01-01,39163,207618,28707,13221,2327,39629,379530,3382
2012-01-01,18097,29260542,46015,919700,611660,67811,42320319,705994
2012-01-01,48027,8446062,39749,324973,160109,56144,12917390,189589
2012-01-01,21191,369919,37546,14541,2503,32117,545955,4394
2012-01-01,21125,1005299,29022,59547,24666,38212,1728181,30660
2012-01-01,37063,8202705,42703,282668,195418,70553,12070770,227997
2012-01-01,08049,293313,35715,14220,6864,29794,507874,10223
2012-01-01,17049,903953,41589,34270,20939,42546,1425260,26884
2012-01-01,25013,11820927,42781,466959,208661,52128,19977192,248749
2012-01-01,21175,157286,23562,13536,3409,31507,318941,4874
2012-01-01,55137,501059,35742,24417,6530,36526,872710,9379
2012-01-01,26129,253132,27894,21367,6391,31353,596018,8509
2012-01-01,26079,263301,28884,17097,4073,41837,493824,6277
2012-01-01,26035,393371,28020,30792,7348,35535,862786,10672
2012-01-01,24043,3802067,39822,149036,70721,46358,5934944,85272
2012-01-01,46087,155186,44225,5566,1562,38664,246154,2943
2012-01-01,06023,2918695,37918,134560,48413,47156,5102248,67418
2012-01-01,42041,7242743,46437,239252,135623,51510,11110203,164907
2012-01-01,36027,9005752,45808,297048,115959,54337,13607194,149520
2012-01-01,17051,384754,30209,22157,5895,34940,669333,8783
2012-01-01,06037,310765973,49510,9938436,4253514,63587,492050220,5713965
2012-01-01,22053,663901,34531,31446,9467,40066,1085875,12560
2012-01-01,31137,321884,51515,9210,4948,55882,474455,6787
2012-01-01,06103,1035023,32006,63227,15793,44238,2023641,21831
2012-01-01,36065,5297694,38007,233766,109823,47828,8884695,131653
2012-01-01,31081,328055,53923,9040,3551,52394,487466,5414
2012-01-01,38073,183217,50699,5471,2367,51421,277374,3473
2012-01-01,31125,84856,37309,3673,1185,39678,137036,1971
2012-01-01,48475,324652,42502,10823,4673,59378,460003,6034
2012-01-01,48197,69846,34745,4098,1287,28711,142385,2084
2012-01-01,48345,17985,29824,1197,354,25289,35699,758
2012-01-01,51185,807128,34187,44273,17471,38307,1513572,21227
2012-01-01,28163,387371,26559,28336,7012,36621,752573,9961
2012-01-01,29063,181598,23776,12787,3514,30692,304019,5287
2012-01-01,41019,1706586,32866,106918,35987,39962,3513930,48222
2012-01-01,13049,157545,20800,13350,2362,36431,277677,3134
2012-01-01,28133,374204,27029,28406,9772,36982,767784,11986
2012-01-01,05133,270944,26028,17190,5524,34084,447429,6999
2012-01-01,29037,2615040,38209,100429,25076,35587,3837246,36384
2012-01-01,12086,56852668,39667,2602184,1080636,47245,103220841,1510755
2012-01-01,48409,1660992,39124,65266,21821,45506,2553455,29558
2012-01-01,39065,579982,29291,31627,8988,40604,926390,12452
2012-01-01,05129,86092,25669,7999,1844,21926,205330,3546
2012-01-01,16011,879483,30721,45514,15379,39050,1398228,21730
2012-01-01,29187,997951,28744,65799,24156,35158,1891340,29787
2012-01-01,54065,284449,30316,17426,3144,31230,528295,4960
2012-01-01,29067,148450,23160,13571,2600,24720,314308,4656
2012-01-01,09003,33589922,54804,897694,523732,69694,49197474,633083
2012-01-01,39035,34537520,45279,1266080,744360,57500,57327181,893629
2012-01-01,25000,252649726,57332,6663158,3420747,67228,382009395,4253327
2012-01-01,39121,193976,22958,14674,3060,36951,336888,4686
2012-01-01,48279,268707,31584,13861,4509,41292,437782,6385
2012-01-01,27139,5081627,48989,135120,44898,44928,6619460,62731
2012-01-01,48215,11074340,23116,808835,246737,35302,18696793,335365
2012-01-01,18143,427016,30847,23715,7331,34601,731542,9533
